==========================================
STEP 1: Training model on all chromosomes
==========================================
Device: cuda
============================================================
TRAINING MODEL ON ALL CHROMOSOMES
============================================================
Training chromosomes: ['ChrI', 'ChrII', 'ChrIII', 'ChrIV', 'ChrV', 'ChrVI', 'ChrVII', 'ChrVIII', 'ChrIX', 'ChrX', 'ChrXI', 'ChrXII', 'ChrXIII', 'ChrXIV', 'ChrXV', 'ChrXVI']
Features: ['Centr']
Bin size: 19
Moving average: True
Data point length: 2000
Epochs: 141
============================================================

Preprocessing with chromosome split:
  Train chromosomes: ['ChrI', 'ChrII', 'ChrIII', 'ChrIV', 'ChrV', 'ChrVI', 'ChrVII', 'ChrVIII', 'ChrIX', 'ChrX', 'ChrXI', 'ChrXII', 'ChrXIII', 'ChrXIV', 'ChrXV', 'ChrXVI']
  Val chromosomes: None
  Test chromosomes: []

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 107192
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']

Dataset sizes after preprocessing:
  Train: 107192
  Val: 0
  Test: 0
  Eval strategy: NONE


Dataset shapes:
  Train set: (107192, 2000, 4)
  Val set: (0, 2000, 4)
  Test set: (0, 2000, 4)
Applied denoising with 15.0% masking
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.1194, NLL: 2.0665, Masked: 6.6103
Epoch [2/141], Total Loss: 1.6431, NLL: 1.6199, Masked: 2.8884
Epoch [3/141], Total Loss: 1.5477, NLL: 1.5267, Masked: 2.6210
Epoch [4/141], Total Loss: 1.5060, NLL: 1.4861, Masked: 2.4889
Epoch [5/141], Total Loss: 1.4835, NLL: 1.4643, Masked: 2.3932
Epoch [6/141], Total Loss: 1.4606, NLL: 1.4423, Masked: 2.2911
Epoch [7/141], Total Loss: 1.4341, NLL: 1.4169, Masked: 2.1493
Epoch [8/141], Total Loss: 1.3973, NLL: 1.3814, Masked: 1.9927
Epoch [9/141], Total Loss: 1.3683, NLL: 1.3531, Masked: 1.9077
Epoch [10/141], Total Loss: 1.3474, NLL: 1.3327, Masked: 1.8374
Epoch [11/141], Total Loss: 1.3312, NLL: 1.3170, Masked: 1.7780
Epoch [12/141], Total Loss: 1.3203, NLL: 1.3065, Masked: 1.7340
Epoch [13/141], Total Loss: 1.3105, NLL: 1.2969, Masked: 1.7035
Epoch [14/141], Total Loss: 1.3011, NLL: 1.2877, Masked: 1.6768
Epoch [15/141], Total Loss: 1.2921, NLL: 1.2789, Masked: 1.6467
Epoch [16/141], Total Loss: 1.2825, NLL: 1.2696, Masked: 1.6154
Epoch [17/141], Total Loss: 1.2731, NLL: 1.2604, Masked: 1.5846
Epoch [18/141], Total Loss: 1.2620, NLL: 1.2496, Masked: 1.5521
Epoch [19/141], Total Loss: 1.2516, NLL: 1.2394, Masked: 1.5252
Epoch [20/141], Total Loss: 1.2410, NLL: 1.2290, Masked: 1.5066
Epoch [21/141], Total Loss: 1.2290, NLL: 1.2172, Masked: 1.4755
Epoch [22/141], Total Loss: 1.2191, NLL: 1.2075, Masked: 1.4503
Epoch [23/141], Total Loss: 1.2096, NLL: 1.1983, Masked: 1.4214
Epoch [24/141], Total Loss: 1.2005, NLL: 1.1894, Masked: 1.3965
Epoch [25/141], Total Loss: 1.1919, NLL: 1.1809, Masked: 1.3734
Epoch [26/141], Total Loss: 1.1836, NLL: 1.1728, Masked: 1.3536
Epoch [27/141], Total Loss: 1.1759, NLL: 1.1653, Masked: 1.3344
Epoch [28/141], Total Loss: 1.1690, NLL: 1.1585, Masked: 1.3168
Epoch [29/141], Total Loss: 1.1626, NLL: 1.1521, Masked: 1.3030
Epoch [30/141], Total Loss: 1.1560, NLL: 1.1457, Masked: 1.2859
Epoch [31/141], Total Loss: 1.1496, NLL: 1.1395, Masked: 1.2692
Epoch [32/141], Total Loss: 1.1437, NLL: 1.1337, Masked: 1.2566
Epoch [33/141], Total Loss: 1.1383, NLL: 1.1284, Masked: 1.2435
Epoch [34/141], Total Loss: 1.1331, NLL: 1.1233, Masked: 1.2298
Epoch [35/141], Total Loss: 1.1279, NLL: 1.1182, Masked: 1.2168
Epoch [36/141], Total Loss: 1.1224, NLL: 1.1127, Masked: 1.2072
Epoch [37/141], Total Loss: 1.1172, NLL: 1.1077, Masked: 1.1945
Epoch [38/141], Total Loss: 1.1129, NLL: 1.1034, Masked: 1.1834
Epoch [39/141], Total Loss: 1.1088, NLL: 1.0994, Masked: 1.1717
Epoch [40/141], Total Loss: 1.1051, NLL: 1.0958, Masked: 1.1613
Epoch [41/141], Total Loss: 1.1012, NLL: 1.0920, Masked: 1.1513
Epoch [42/141], Total Loss: 1.0977, NLL: 1.0886, Masked: 1.1431
