Running with noise_level=0.75
Running with mu_offset=0.0
Device: cuda
MOVING AVERAGE: False

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 4224
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1480
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1648

Dataset sizes after preprocessing:
  Train: 4224
  Val: 1480
  Test: 1648
  Eval strategy: VALIDATION + TEST

Applied denoising with 75.0% masking

Creating validation dataloader:
  Validation set size: 1480
  Batch size: 128
Applied denoising with 75.0% masking
  Dataloader created: 1480 samples, 12 batches

Creating test dataloader:
  Test set size: 1648
  Batch size: 128
Applied denoising with 75.0% masking
  Dataloader created: 1648 samples, 13 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/92], Total Loss: 3.0958, NLL: 2.1803, Masked: 7.2090
Epoch [2/92], Total Loss: 2.1213, NLL: 1.7410, Masked: 2.9947
Epoch [3/92], Total Loss: 2.0793, NLL: 1.7016, Masked: 2.9737
Epoch [4/92], Total Loss: 2.0517, NLL: 1.6821, Masked: 2.9101
Epoch [5/92], Total Loss: 2.0382, NLL: 1.6726, Masked: 2.8789
Epoch [6/92], Total Loss: 2.0256, NLL: 1.6634, Masked: 2.8519
Epoch [7/92], Total Loss: 2.0051, NLL: 1.6461, Masked: 2.8274
Epoch [8/92], Total Loss: 1.9796, NLL: 1.6273, Masked: 2.7737
Epoch [9/92], Total Loss: 1.9631, NLL: 1.6145, Masked: 2.7446
Epoch [10/92], Total Loss: 1.9453, NLL: 1.6008, Masked: 2.7127
Epoch [11/92], Total Loss: 1.9340, NLL: 1.5920, Masked: 2.6929
Epoch [12/92], Total Loss: 1.9296, NLL: 1.5874, Masked: 2.6949
Epoch [13/92], Total Loss: 1.9153, NLL: 1.5773, Masked: 2.6617
Epoch [14/92], Total Loss: 1.9084, NLL: 1.5717, Masked: 2.6516
Epoch [15/92], Total Loss: 1.9069, NLL: 1.5715, Masked: 2.6412
Epoch [16/92], Total Loss: 1.8974, NLL: 1.5651, Masked: 2.6165
Epoch [17/92], Total Loss: 1.8922, NLL: 1.5604, Masked: 2.6127
Epoch [18/92], Total Loss: 1.8858, NLL: 1.5556, Masked: 2.5999
Epoch [19/92], Total Loss: 1.8769, NLL: 1.5494, Masked: 2.5791
Epoch [20/92], Total Loss: 1.8732, NLL: 1.5469, Masked: 2.5695
Epoch [21/92], Total Loss: 1.8738, NLL: 1.5472, Masked: 2.5718
Epoch [22/92], Total Loss: 1.8694, NLL: 1.5452, Masked: 2.5532
Epoch [23/92], Total Loss: 1.8688, NLL: 1.5434, Masked: 2.5629
Epoch [24/92], Total Loss: 1.8616, NLL: 1.5391, Masked: 2.5395
Epoch [25/92], Total Loss: 1.8592, NLL: 1.5371, Masked: 2.5362
Epoch [26/92], Total Loss: 1.8579, NLL: 1.5364, Masked: 2.5316
Epoch [27/92], Total Loss: 1.8495, NLL: 1.5308, Masked: 2.5097
