Running with noise_level=0.15
Running with mu_offset=0
Device: cuda
MOVING AVERAGE: False

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 4224
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1480
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1648

Dataset sizes after preprocessing:
  Train: 4224
  Val: 1480
  Test: 1648
  Eval strategy: VALIDATION + TEST

Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 1480
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1480 samples, 12 batches

Creating test dataloader:
  Test set size: 1648
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1648 samples, 13 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/92], Total Loss: 4.1124, NLL: 3.4384, Masked: 5.3069
Epoch [2/92], Total Loss: 2.0568, NLL: 1.6837, Masked: 2.9376
Epoch [3/92], Total Loss: 2.0306, NLL: 1.6621, Masked: 2.9019
Epoch [4/92], Total Loss: 2.0354, NLL: 1.6667, Masked: 2.9031
Epoch [5/92], Total Loss: 1.9951, NLL: 1.6361, Masked: 2.8268
Epoch [6/92], Total Loss: 1.9665, NLL: 1.6130, Masked: 2.7837
Epoch [7/92], Total Loss: 1.9440, NLL: 1.5945, Masked: 2.7515
Epoch [8/92], Total Loss: 1.9217, NLL: 1.5778, Masked: 2.7082
Epoch [9/92], Total Loss: 1.8880, NLL: 1.5513, Masked: 2.6513
Epoch [10/92], Total Loss: 1.8764, NLL: 1.5430, Masked: 2.6251
Epoch [11/92], Total Loss: 1.8749, NLL: 1.5430, Masked: 2.6132
Epoch [12/92], Total Loss: 1.8560, NLL: 1.5287, Masked: 2.5777
Epoch [13/92], Total Loss: 1.8434, NLL: 1.5196, Masked: 2.5496
Epoch [14/92], Total Loss: 1.8385, NLL: 1.5158, Masked: 2.5404
Epoch [15/92], Total Loss: 1.8331, NLL: 1.5126, Masked: 2.5239
Epoch [16/92], Total Loss: 1.8238, NLL: 1.5063, Masked: 2.4998
Epoch [17/92], Total Loss: 1.8163, NLL: 1.5008, Masked: 2.4844
Epoch [18/92], Total Loss: 1.8083, NLL: 1.4971, Masked: 2.4509
Epoch [19/92], Total Loss: 1.8032, NLL: 1.4920, Masked: 2.4505
Epoch [20/92], Total Loss: 1.8003, NLL: 1.4904, Masked: 2.4401
Epoch [21/92], Total Loss: 1.7938, NLL: 1.4869, Masked: 2.4161
Epoch [22/92], Total Loss: 1.7903, NLL: 1.4853, Masked: 2.4015
Epoch [23/92], Total Loss: 1.7830, NLL: 1.4806, Masked: 2.3815
Epoch [24/92], Total Loss: 1.7828, NLL: 1.4802, Masked: 2.3830
Epoch [25/92], Total Loss: 1.7794, NLL: 1.4789, Masked: 2.3663
Epoch [26/92], Total Loss: 1.7778, NLL: 1.4774, Masked: 2.3651
