Running with noise_level=0.15
Running with mu_offset=0.0
Device: cuda
MOVING AVERAGE: False

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 4224
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1480
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1648

Dataset sizes after preprocessing:
  Train: 4224
  Val: 1480
  Test: 1648
  Eval strategy: VALIDATION + TEST

Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 1480
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1480 samples, 12 batches

Creating test dataloader:
  Test set size: 1648
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1648 samples, 13 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/92], Total Loss: 4.1269, NLL: 3.5169, Masked: 4.8037
Epoch [2/92], Total Loss: 2.0449, NLL: 1.6738, Masked: 2.9217
Epoch [3/92], Total Loss: 2.0306, NLL: 1.6614, Masked: 2.9065
Epoch [4/92], Total Loss: 2.0160, NLL: 1.6517, Masked: 2.8686
Epoch [5/92], Total Loss: 2.0190, NLL: 1.6543, Masked: 2.8717
Epoch [6/92], Total Loss: 2.0085, NLL: 1.6479, Masked: 2.8394
Epoch [7/92], Total Loss: 1.9580, NLL: 1.6075, Masked: 2.7599
Epoch [8/92], Total Loss: 1.9064, NLL: 1.5674, Masked: 2.6694
Epoch [9/92], Total Loss: 1.8898, NLL: 1.5528, Masked: 2.6534
Epoch [10/92], Total Loss: 1.8704, NLL: 1.5390, Masked: 2.6098
Epoch [11/92], Total Loss: 1.8627, NLL: 1.5333, Masked: 2.5932
Epoch [12/92], Total Loss: 1.8587, NLL: 1.5307, Masked: 2.5833
Epoch [13/92], Total Loss: 1.8538, NLL: 1.5276, Masked: 2.5680
Epoch [14/92], Total Loss: 1.8478, NLL: 1.5240, Masked: 2.5494
Epoch [15/92], Total Loss: 1.8370, NLL: 1.5152, Masked: 2.5338
Epoch [16/92], Total Loss: 1.8294, NLL: 1.5114, Masked: 2.5038
Epoch [17/92], Total Loss: 1.8214, NLL: 1.5044, Masked: 2.4959
Epoch [18/92], Total Loss: 1.8160, NLL: 1.5008, Masked: 2.4813
Epoch [19/92], Total Loss: 1.8046, NLL: 1.4934, Masked: 2.4502
Epoch [20/92], Total Loss: 1.8069, NLL: 1.4938, Masked: 2.4657
Epoch [21/92], Total Loss: 1.7985, NLL: 1.4895, Masked: 2.4326
Epoch [22/92], Total Loss: 1.7895, NLL: 1.4836, Masked: 2.4086
Epoch [23/92], Total Loss: 1.7849, NLL: 1.4816, Masked: 2.3886
Epoch [24/92], Total Loss: 1.7816, NLL: 1.4787, Masked: 2.3850
Epoch [25/92], Total Loss: 1.7767, NLL: 1.4761, Masked: 2.3670
Epoch [26/92], Total Loss: 1.7731, NLL: 1.4739, Masked: 2.3557
Epoch [27/92], Total Loss: 1.7669, NLL: 1.4698, Masked: 2.3395
Epoch [28/92], Total Loss: 1.7693, NLL: 1.4709, Masked: 2.3498
Epoch [29/92], Total Loss: 1.7653, NLL: 1.4693, Masked: 2.3305
Epoch [30/92], Total Loss: 1.7684, NLL: 1.4717, Masked: 2.3361
Epoch [31/92], Total Loss: 1.7622, NLL: 1.4670, Masked: 2.3249
Epoch [32/92], Total Loss: 1.7659, NLL: 1.4688, Masked: 2.3393
Epoch [33/92], Total Loss: 1.7559, NLL: 1.4640, Masked: 2.2984
