Running with noise_level=0.15
Running with mu_offset=0.0
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61576
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 21656
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 23960

Dataset sizes after preprocessing:
  Train: 61576
  Val: 21656
  Test: 23960
  Eval strategy: VALIDATION + TEST


Dataset shapes:
  Train set: (61576, 2000, 4)
  Val set: (21656, 2000, 4)
  Test set: (23960, 2000, 4)
Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 21656
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 21656 samples, 170 batches

Creating test dataloader:
  Test set size: 23960
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 23960 samples, 188 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.1520, NLL: 2.0981, Masked: 6.7366
Epoch [2/141], Total Loss: 1.8207, NLL: 1.7918, Masked: 3.6180
Epoch [3/141], Total Loss: 1.5681, NLL: 1.5470, Masked: 2.6423
Epoch [4/141], Total Loss: 1.5249, NLL: 1.5047, Masked: 2.5157
Epoch [5/141], Total Loss: 1.5003, NLL: 1.4808, Masked: 2.4405
Epoch [6/141], Total Loss: 1.4850, NLL: 1.4660, Masked: 2.3754
Epoch [7/141], Total Loss: 1.4680, NLL: 1.4495, Masked: 2.3054
Epoch [8/141], Total Loss: 1.4536, NLL: 1.4357, Masked: 2.2319
Epoch [9/141], Total Loss: 1.4392, NLL: 1.4219, Masked: 2.1620
Epoch [10/141], Total Loss: 1.4199, NLL: 1.4034, Masked: 2.0591
Epoch [11/141], Total Loss: 1.3979, NLL: 1.3822, Masked: 1.9668
Epoch [12/141], Total Loss: 1.3790, NLL: 1.3638, Masked: 1.9006
Epoch [13/141], Total Loss: 1.3651, NLL: 1.3502, Masked: 1.8617
Epoch [14/141], Total Loss: 1.3513, NLL: 1.3367, Masked: 1.8272
Epoch [15/141], Total Loss: 1.3411, NLL: 1.3267, Masked: 1.7911
Epoch [16/141], Total Loss: 1.3327, NLL: 1.3186, Masked: 1.7552
Epoch [17/141], Total Loss: 1.3258, NLL: 1.3120, Masked: 1.7260
Epoch [18/141], Total Loss: 1.3198, NLL: 1.3062, Masked: 1.7001
Epoch [19/141], Total Loss: 1.3140, NLL: 1.3006, Masked: 1.6783
Epoch [20/141], Total Loss: 1.3091, NLL: 1.2959, Masked: 1.6609
Epoch [21/141], Total Loss: 1.3043, NLL: 1.2912, Masked: 1.6413
Epoch [22/141], Total Loss: 1.2992, NLL: 1.2862, Masked: 1.6197
Epoch [23/141], Total Loss: 1.2937, NLL: 1.2809, Masked: 1.5983
Epoch [24/141], Total Loss: 1.2883, NLL: 1.2756, Masked: 1.5784
Epoch [25/141], Total Loss: 1.2825, NLL: 1.2700, Masked: 1.5573
Epoch [26/141], Total Loss: 1.2763, NLL: 1.2640, Masked: 1.5369
Epoch [27/141], Total Loss: 1.2704, NLL: 1.2582, Masked: 1.5188
Epoch [28/141], Total Loss: 1.2645, NLL: 1.2525, Masked: 1.5007
Epoch [29/141], Total Loss: 1.2581, NLL: 1.2463, Masked: 1.4808
Epoch [30/141], Total Loss: 1.2526, NLL: 1.2409, Masked: 1.4653
Epoch [31/141], Total Loss: 1.2472, NLL: 1.2356, Masked: 1.4492
Epoch [32/141], Total Loss: 1.2415, NLL: 1.2301, Masked: 1.4300
Epoch [33/141], Total Loss: 1.2365, NLL: 1.2252, Masked: 1.4156
Epoch [34/141], Total Loss: 1.2315, NLL: 1.2203, Masked: 1.3995
Epoch [35/141], Total Loss: 1.2265, NLL: 1.2154, Masked: 1.3815
Epoch [36/141], Total Loss: 1.2222, NLL: 1.2113, Masked: 1.3673
Epoch [37/141], Total Loss: 1.2178, NLL: 1.2070, Masked: 1.3518
Epoch [38/141], Total Loss: 1.2133, NLL: 1.2026, Masked: 1.3345
Epoch [39/141], Total Loss: 1.2095, NLL: 1.1989, Masked: 1.3218
Epoch [40/141], Total Loss: 1.2057, NLL: 1.1952, Masked: 1.3087
Epoch [41/141], Total Loss: 1.2021, NLL: 1.1917, Masked: 1.2976
Epoch [42/141], Total Loss: 1.1983, NLL: 1.1880, Masked: 1.2835
Epoch [43/141], Total Loss: 1.1945, NLL: 1.1844, Masked: 1.2705
Epoch [44/141], Total Loss: 1.1917, NLL: 1.1816, Masked: 1.2607
Epoch [45/141], Total Loss: 1.1882, NLL: 1.1782, Masked: 1.2493
Epoch [46/141], Total Loss: 1.1847, NLL: 1.1748, Masked: 1.2398
Epoch [47/141], Total Loss: 1.1820, NLL: 1.1721, Masked: 1.2311
Epoch [48/141], Total Loss: 1.1792, NLL: 1.1694, Masked: 1.2225
Epoch [49/141], Total Loss: 1.1763, NLL: 1.1666, Masked: 1.2126
Epoch [50/141], Total Loss: 1.1739, NLL: 1.1643, Masked: 1.2051
Epoch [51/141], Total Loss: 1.1714, NLL: 1.1618, Masked: 1.1955
Epoch [52/141], Total Loss: 1.1688, NLL: 1.1593, Masked: 1.1882
