Running with noise_level=0.15
Running with mu_offset=0
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 4224
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1480
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1648

Dataset sizes after preprocessing:
  Train: 4224
  Val: 1480
  Test: 1648
  Eval strategy: VALIDATION + TEST

Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 1480
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1480 samples, 12 batches

Creating test dataloader:
  Test set size: 1648
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1648 samples, 13 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/92], Total Loss: 4.2091, NLL: 3.5512, Masked: 5.1805
Epoch [2/92], Total Loss: 2.0611, NLL: 1.6869, Masked: 2.9468
Epoch [3/92], Total Loss: 2.0372, NLL: 1.6646, Masked: 2.9343
Epoch [4/92], Total Loss: 2.0248, NLL: 1.6591, Masked: 2.8794
Epoch [5/92], Total Loss: 2.0141, NLL: 1.6508, Masked: 2.8603
Epoch [6/92], Total Loss: 2.0174, NLL: 1.6534, Masked: 2.8658
Epoch [7/92], Total Loss: 1.9751, NLL: 1.6183, Masked: 2.8095
Epoch [8/92], Total Loss: 1.9356, NLL: 1.5894, Masked: 2.7254
Epoch [9/92], Total Loss: 1.8847, NLL: 1.5491, Masked: 2.6424
Epoch [10/92], Total Loss: 1.8724, NLL: 1.5392, Masked: 2.6235
Epoch [11/92], Total Loss: 1.8655, NLL: 1.5352, Masked: 2.6009
Epoch [12/92], Total Loss: 1.8624, NLL: 1.5329, Masked: 2.5945
Epoch [13/92], Total Loss: 1.8578, NLL: 1.5297, Masked: 2.5833
Epoch [14/92], Total Loss: 1.8540, NLL: 1.5272, Masked: 2.5730
Epoch [15/92], Total Loss: 1.8396, NLL: 1.5173, Masked: 2.5379
Epoch [16/92], Total Loss: 1.8320, NLL: 1.5120, Masked: 2.5192
Epoch [17/92], Total Loss: 1.8231, NLL: 1.5055, Masked: 2.5004
Epoch [18/92], Total Loss: 1.8180, NLL: 1.5028, Masked: 2.4823
Epoch [19/92], Total Loss: 1.8137, NLL: 1.4995, Masked: 2.4745
Epoch [20/92], Total Loss: 1.8082, NLL: 1.4957, Masked: 2.4608
Epoch [21/92], Total Loss: 1.7998, NLL: 1.4898, Masked: 2.4414
Epoch [22/92], Total Loss: 1.8006, NLL: 1.4907, Masked: 2.4408
Epoch [23/92], Total Loss: 1.7931, NLL: 1.4857, Masked: 2.4205
Epoch [24/92], Total Loss: 1.7908, NLL: 1.4840, Masked: 2.4156
Epoch [25/92], Total Loss: 1.7855, NLL: 1.4810, Masked: 2.3975
Epoch [26/92], Total Loss: 1.7805, NLL: 1.4774, Masked: 2.3863
Epoch [27/92], Total Loss: 1.7824, NLL: 1.4799, Masked: 2.3825
Epoch [28/92], Total Loss: 1.7856, NLL: 1.4772, Masked: 2.4286
Epoch [29/92], Total Loss: 1.7693, NLL: 1.4707, Masked: 2.3514
Epoch [30/92], Total Loss: 1.7718, NLL: 1.4721, Masked: 2.3600
Epoch [31/92], Total Loss: 1.7631, NLL: 1.4669, Masked: 2.3316
Epoch [32/92], Total Loss: 1.7607, NLL: 1.4663, Masked: 2.3178
Epoch [33/92], Total Loss: 1.7572, NLL: 1.4638, Masked: 2.3102
Epoch [34/92], Total Loss: 1.7513, NLL: 1.4612, Masked: 2.2843
Epoch [35/92], Total Loss: 1.7470, NLL: 1.4596, Masked: 2.2631
Epoch [36/92], Total Loss: 1.7401, NLL: 1.4565, Masked: 2.2331
Epoch [37/92], Total Loss: 1.7367, NLL: 1.4543, Masked: 2.2241
Epoch [38/92], Total Loss: 1.7349, NLL: 1.4528, Masked: 2.2213
Epoch [39/92], Total Loss: 1.7354, NLL: 1.4528, Masked: 2.2259
Epoch [40/92], Total Loss: 1.7280, NLL: 1.4504, Masked: 2.1862
Epoch [41/92], Total Loss: 1.7284, NLL: 1.4491, Masked: 2.1992
Epoch [42/92], Total Loss: 1.7217, NLL: 1.4468, Masked: 2.1649
Epoch [43/92], Total Loss: 1.7195, NLL: 1.4451, Masked: 2.1606
Epoch [44/92], Total Loss: 1.7302, NLL: 1.4502, Masked: 2.2047
Epoch [45/92], Total Loss: 1.7202, NLL: 1.4460, Masked: 2.1590
Epoch [46/92], Total Loss: 1.7172, NLL: 1.4446, Masked: 2.1468
Epoch [47/92], Total Loss: 1.7116, NLL: 1.4415, Masked: 2.1268
Epoch [48/92], Total Loss: 1.7090, NLL: 1.4404, Masked: 2.1144
Epoch [49/92], Total Loss: 1.7067, NLL: 1.4392, Masked: 2.1061
Epoch [50/92], Total Loss: 1.7028, NLL: 1.4380, Masked: 2.0849
Epoch [51/92], Total Loss: 1.7286, NLL: 1.4449, Masked: 2.2343
Epoch [52/92], Total Loss: 1.7053, NLL: 1.4394, Masked: 2.0934
Epoch [53/92], Total Loss: 1.7031, NLL: 1.4381, Masked: 2.0866
Epoch [54/92], Total Loss: 1.6978, NLL: 1.4356, Masked: 2.0649
Epoch [55/92], Total Loss: 1.7003, NLL: 1.4369, Masked: 2.0739
Epoch [56/92], Total Loss: 1.6986, NLL: 1.4355, Masked: 2.0715
Epoch [57/92], Total Loss: 1.6936, NLL: 1.4331, Masked: 2.0507
Epoch [58/92], Total Loss: 1.6898, NLL: 1.4313, Masked: 2.0360
Epoch [59/92], Total Loss: 1.6851, NLL: 1.4292, Masked: 2.0153
Epoch [60/92], Total Loss: 1.6795, NLL: 1.4268, Masked: 1.9895
Epoch [61/92], Total Loss: 1.6795, NLL: 1.4265, Masked: 1.9922
Epoch [62/92], Total Loss: 1.6802, NLL: 1.4270, Masked: 1.9933
Epoch [63/92], Total Loss: 1.6961, NLL: 1.4330, Masked: 2.0710
Epoch [64/92], Total Loss: 1.6830, NLL: 1.4278, Masked: 2.0089
Epoch [65/92], Total Loss: 1.6759, NLL: 1.4240, Masked: 1.9829
Epoch [66/92], Total Loss: 1.6727, NLL: 1.4227, Masked: 1.9692
Epoch [67/92], Total Loss: 1.6675, NLL: 1.4211, Masked: 1.9407
Epoch [68/92], Total Loss: 1.6703, NLL: 1.4217, Masked: 1.9582
Epoch [69/92], Total Loss: 1.6593, NLL: 1.4170, Masked: 1.9082
Epoch [70/92], Total Loss: 1.6675, NLL: 1.4212, Masked: 1.9392
Epoch [71/92], Total Loss: 1.6702, NLL: 1.4232, Masked: 1.9452
Epoch [72/92], Total Loss: 1.6673, NLL: 1.4206, Masked: 1.9425
Epoch [73/92], Total Loss: 1.6630, NLL: 1.4195, Masked: 1.9173
Epoch [74/92], Total Loss: 1.6605, NLL: 1.4180, Masked: 1.9089
Epoch [75/92], Total Loss: 1.6548, NLL: 1.4148, Masked: 1.8902
Epoch [76/92], Total Loss: 1.6529, NLL: 1.4132, Masked: 1.8877
Epoch [77/92], Total Loss: 1.6509, NLL: 1.4120, Masked: 1.8814
Epoch [78/92], Total Loss: 1.6455, NLL: 1.4096, Masked: 1.8577
Epoch [79/92], Total Loss: 1.6482, NLL: 1.4105, Masked: 1.8713
Epoch [80/92], Total Loss: 1.6457, NLL: 1.4092, Masked: 1.8621
Epoch [81/92], Total Loss: 1.6465, NLL: 1.4112, Masked: 1.8531
Epoch [82/92], Total Loss: 1.6463, NLL: 1.4096, Masked: 1.8638
Epoch [83/92], Total Loss: 1.6445, NLL: 1.4107, Masked: 1.8412
Epoch [84/92], Total Loss: 1.6425, NLL: 1.4076, Masked: 1.8494
