Task 2: Running with bin_size=10
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61576
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 21656
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 23960

Dataset sizes after preprocessing:
  Train: 61576
  Val: 21656
  Test: 23960
  Eval strategy: VALIDATION + TEST

Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 21656
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 21656 samples, 170 batches

Creating test dataloader:
  Test set size: 23960
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 23960 samples, 188 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.0407, NLL: 1.9956, Masked: 5.6334
Epoch [2/141], Total Loss: 1.7843, NLL: 1.7547, Masked: 3.6940
Epoch [3/141], Total Loss: 1.6618, NLL: 1.6350, Masked: 3.3537
Epoch [4/141], Total Loss: 1.6316, NLL: 1.6055, Masked: 3.2569
Epoch [5/141], Total Loss: 1.6115, NLL: 1.5861, Masked: 3.1763
Epoch [6/141], Total Loss: 1.5993, NLL: 1.5743, Masked: 3.1225
Epoch [7/141], Total Loss: 1.5908, NLL: 1.5662, Masked: 3.0773
Epoch [8/141], Total Loss: 1.5806, NLL: 1.5565, Masked: 3.0122
Epoch [9/141], Total Loss: 1.5690, NLL: 1.5455, Masked: 2.9372
Epoch [10/141], Total Loss: 1.5567, NLL: 1.5338, Masked: 2.8639
Epoch [11/141], Total Loss: 1.5437, NLL: 1.5213, Masked: 2.8011
Epoch [12/141], Total Loss: 1.5325, NLL: 1.5104, Masked: 2.7590
Epoch [13/141], Total Loss: 1.5230, NLL: 1.5012, Masked: 2.7193
Epoch [14/141], Total Loss: 1.5144, NLL: 1.4929, Masked: 2.6837
Epoch [15/141], Total Loss: 1.5074, NLL: 1.4862, Masked: 2.6510
Epoch [16/141], Total Loss: 1.5012, NLL: 1.4802, Masked: 2.6229
Epoch [17/141], Total Loss: 1.4959, NLL: 1.4751, Masked: 2.5983
Epoch [18/141], Total Loss: 1.4913, NLL: 1.4707, Masked: 2.5754
Epoch [19/141], Total Loss: 1.4868, NLL: 1.4663, Masked: 2.5561
Epoch [20/141], Total Loss: 1.4825, NLL: 1.4622, Masked: 2.5385
Epoch [21/141], Total Loss: 1.4788, NLL: 1.4586, Masked: 2.5197
Epoch [22/141], Total Loss: 1.4757, NLL: 1.4557, Masked: 2.5082
Epoch [23/141], Total Loss: 1.4726, NLL: 1.4526, Masked: 2.4958
Epoch [24/141], Total Loss: 1.4693, NLL: 1.4495, Masked: 2.4801
Epoch [25/141], Total Loss: 1.4670, NLL: 1.4473, Masked: 2.4720
Epoch [26/141], Total Loss: 1.4643, NLL: 1.4446, Masked: 2.4596
Epoch [27/141], Total Loss: 1.4613, NLL: 1.4417, Masked: 2.4486
Epoch [28/141], Total Loss: 1.4593, NLL: 1.4397, Masked: 2.4400
Epoch [29/141], Total Loss: 1.4566, NLL: 1.4372, Masked: 2.4286
Epoch [30/141], Total Loss: 1.4543, NLL: 1.4349, Masked: 2.4193
Epoch [31/141], Total Loss: 1.4517, NLL: 1.4324, Masked: 2.4080
Epoch [32/141], Total Loss: 1.4499, NLL: 1.4307, Masked: 2.3994
Epoch [33/141], Total Loss: 1.4473, NLL: 1.4282, Masked: 2.3904
Epoch [34/141], Total Loss: 1.4439, NLL: 1.4249, Masked: 2.3776
Epoch [35/141], Total Loss: 1.4419, NLL: 1.4230, Masked: 2.3681
Epoch [36/141], Total Loss: 1.4398, NLL: 1.4209, Masked: 2.3573
Epoch [37/141], Total Loss: 1.4358, NLL: 1.4171, Masked: 2.3455
Epoch [38/141], Total Loss: 1.4338, NLL: 1.4151, Masked: 2.3379
Epoch [39/141], Total Loss: 1.4310, NLL: 1.4123, Masked: 2.3259
Epoch [40/141], Total Loss: 1.4288, NLL: 1.4103, Masked: 2.3181
Epoch [41/141], Total Loss: 1.4253, NLL: 1.4069, Masked: 2.3105
Epoch [42/141], Total Loss: 1.4245, NLL: 1.4061, Masked: 2.3032
Epoch [43/141], Total Loss: 1.4196, NLL: 1.4012, Masked: 2.2884
Epoch [44/141], Total Loss: 1.4171, NLL: 1.3989, Masked: 2.2796
