Task 3: Running with bin_size=15
Device: cuda
MOVING AVERAGE: False

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: ['ChrVIII', 'ChrXIV', 'ChrXV']
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Nucl']
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 4760
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1672
Column order in final array (Dataset/Chrom split): ['Value', 'Nucleosome_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 1856

Dataset sizes after preprocessing:
  Train: 4760
  Val: 1672
  Test: 1856
  Eval strategy: VALIDATION + TEST

Applied denoising with 15.0% masking

Creating validation dataloader:
  Validation set size: 1672
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1672 samples, 14 batches

Creating test dataloader:
  Test set size: 1856
  Batch size: 128
Applied denoising with 15.0% masking
  Dataloader created: 1856 samples, 15 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/92], Total Loss: 2.7475, NLL: 2.2613, Masked: 3.8288
Epoch [2/92], Total Loss: 2.6467, NLL: 2.2491, Masked: 3.1308
Epoch [3/92], Total Loss: 2.6465, NLL: 2.2491, Masked: 3.1293
Epoch [4/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1275
Epoch [5/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1285
Epoch [6/92], Total Loss: 2.6462, NLL: 2.2491, Masked: 3.1269
Epoch [7/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1284
Epoch [8/92], Total Loss: 2.6462, NLL: 2.2491, Masked: 3.1268
Epoch [9/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1276
Epoch [10/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1283
Epoch [11/92], Total Loss: 2.6465, NLL: 2.2491, Masked: 3.1295
Epoch [12/92], Total Loss: 2.6465, NLL: 2.2491, Masked: 3.1295
Epoch [13/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1278
Epoch [14/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1285
Epoch [15/92], Total Loss: 2.6462, NLL: 2.2491, Masked: 3.1266
Epoch [16/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1286
Epoch [17/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1276
Epoch [18/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1276
Epoch [19/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1297
Epoch [20/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1302
Epoch [21/92], Total Loss: 2.6465, NLL: 2.2491, Masked: 3.1292
Epoch [22/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1299
Epoch [23/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1286
Epoch [24/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1299
Epoch [25/92], Total Loss: 2.6462, NLL: 2.2491, Masked: 3.1271
Epoch [26/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1273
Epoch [27/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1297
Epoch [28/92], Total Loss: 2.6465, NLL: 2.2491, Masked: 3.1289
Epoch [29/92], Total Loss: 2.6463, NLL: 2.2491, Masked: 3.1275
Epoch [30/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1298
Epoch [31/92], Total Loss: 2.6467, NLL: 2.2491, Masked: 3.1307
Epoch [32/92], Total Loss: 2.6466, NLL: 2.2491, Masked: 3.1300
Epoch [33/92], Total Loss: 2.6462, NLL: 2.2491, Masked: 3.1265
Epoch [34/92], Total Loss: 2.6464, NLL: 2.2491, Masked: 3.1287
