chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
VIII,100,0.0,full_window,100,0.6153846153846154,1.0,0.761904761904762,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,0.0,half_window,50,0.46153846153846156,0.8571428571428571,0.6,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,0.0,quarter_window,25,0.23076923076923078,0.42857142857142855,0.3,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,1.0,full_window,100,0.6153846153846154,1.0,0.761904761904762,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,1.0,half_window,50,0.46153846153846156,0.8571428571428571,0.6,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,1.0,quarter_window,25,0.23076923076923078,0.42857142857142855,0.3,13,7,6,270.0,0.8193553223388306,0.644241569853377,28.571428571428573
VIII,100,10.0,full_window,100,0.8333333333333334,0.7142857142857143,0.7692307692307692,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,10.0,half_window,50,0.6666666666666666,0.5714285714285714,0.6153846153846153,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,10.0,quarter_window,25,0.3333333333333333,0.2857142857142857,0.30769230769230765,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,11.0,full_window,100,0.8333333333333334,0.7142857142857143,0.7692307692307692,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,11.0,half_window,50,0.6666666666666666,0.5714285714285714,0.6153846153846153,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,11.0,quarter_window,25,0.3333333333333333,0.2857142857142857,0.30769230769230765,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,12.0,full_window,100,0.8333333333333334,0.7142857142857143,0.7692307692307692,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,12.0,half_window,50,0.6666666666666666,0.5714285714285714,0.6153846153846153,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,12.0,quarter_window,25,0.3333333333333333,0.2857142857142857,0.30769230769230765,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,13.0,full_window,100,0.8333333333333334,0.7142857142857143,0.7692307692307692,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,13.0,half_window,50,0.6666666666666666,0.5714285714285714,0.6153846153846153,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,13.0,quarter_window,25,0.3333333333333333,0.2857142857142857,0.30769230769230765,6,7,1,360.0,0.7877661169415292,0.5644553243531895,28.0
VIII,100,14.0,full_window,100,0.8,0.5714285714285714,0.6666666666666666,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,14.0,half_window,50,0.8,0.5714285714285714,0.6666666666666666,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,14.0,quarter_window,25,0.4,0.2857142857142857,0.3333333333333333,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,15.0,full_window,100,0.8,0.5714285714285714,0.6666666666666666,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,15.0,half_window,50,0.8,0.5714285714285714,0.6666666666666666,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,15.0,quarter_window,25,0.4,0.2857142857142857,0.3333333333333333,5,7,2,380.0,0.7097551224387806,0.39859215825186123,17.5
VIII,100,16.0,full_window,100,0.75,0.42857142857142855,0.5454545454545454,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,16.0,half_window,50,0.75,0.42857142857142855,0.5454545454545454,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,16.0,quarter_window,25,0.25,0.14285714285714285,0.18181818181818182,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,17.0,full_window,100,0.75,0.42857142857142855,0.5454545454545454,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,17.0,half_window,50,0.75,0.42857142857142855,0.5454545454545454,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,17.0,quarter_window,25,0.25,0.14285714285714285,0.18181818181818182,4,7,3,530.0,0.5747476261869066,0.10507976516808878,23.333333333333332
VIII,100,18.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,18.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,18.0,quarter_window,25,0.0,0.0,0.0,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,19.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,19.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,19.0,quarter_window,25,0.0,0.0,0.0,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,2.0,full_window,100,0.6666666666666666,1.0,0.8,12,7,5,270.0,0.8268515742128936,0.6587274922881466,28.571428571428573
VIII,100,2.0,half_window,50,0.5,0.8571428571428571,0.631578947368421,12,7,5,270.0,0.8268515742128936,0.6587274922881466,28.571428571428573
VIII,100,2.0,quarter_window,25,0.25,0.42857142857142855,0.3157894736842105,12,7,5,270.0,0.8268515742128936,0.6587274922881466,28.571428571428573
VIII,100,20.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,20.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,20.0,quarter_window,25,0.0,0.0,0.0,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,21.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,21.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,21.0,quarter_window,25,0.0,0.0,0.0,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,22.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
VIII,100,22.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,810.0,0.5747476261869066,0.10507976516808878,30.0
