chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
XV,100,0.0,full_window,100,0.5,1.0,0.6666666666666666,14,5,9,280.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,0.0,half_window,50,0.21428571428571427,0.6,0.3157894736842105,14,5,9,280.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,0.0,quarter_window,25,0.14285714285714285,0.4,0.21052631578947364,14,5,9,280.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,1.0,full_window,100,0.5833333333333334,1.0,0.7368421052631579,12,5,7,270.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,1.0,half_window,50,0.25,0.6,0.35294117647058826,12,5,7,270.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,1.0,quarter_window,25,0.16666666666666666,0.4,0.23529411764705882,12,5,7,270.0,0.8755722138930535,0.7345087373558048,42.0
XV,100,10.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,10.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,10.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,11.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,11.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,11.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,12.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,12.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,12.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,13.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,13.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,13.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,14.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,14.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,14.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,15.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,15.0,half_window,50,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,15.0,quarter_window,25,0.3333333333333333,0.2,0.25,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
XV,100,16.0,full_window,100,1.0,0.4,0.5714285714285715,3,5,2,780.0,0.508255872063968,0.15248975886554733,40.0
