chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
V,100,0.0,full_window,100,0.5833333333333334,0.8333333333333334,0.6862745098039216,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,0.0,half_window,50,0.3333333333333333,0.6666666666666666,0.4444444444444444,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,0.0,quarter_window,25,0.25,0.5,0.3333333333333333,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,full_window,100,0.5833333333333334,0.8333333333333334,0.6862745098039216,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,half_window,50,0.3333333333333333,0.6666666666666666,0.4444444444444444,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,quarter_window,25,0.25,0.5,0.3333333333333333,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,10.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,10.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,10.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,17.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,17.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
