Running with noise_level=0.5
Device: cuda

Preprocessing with chromosome split:
  Train chromosomes: ['ChrIII', 'ChrIV', 'ChrIX', 'ChrVI', 'ChrVII', 'ChrX', 'ChrXI', 'ChrXIII', 'ChrXVI']
  Val chromosomes: None
  Test chromosomes: ['ChrI', 'ChrII', 'ChrV', 'ChrXII']

Clipping outliers using 95th percentile * 1.5...
strain_yTW001: Clipping values above 134.25 (P95=89.50). Clipped 27529/1193409 values (2.31%)
strain_FD: Clipping values above 71.92 (P95=47.94). Clipped 95791/4127807 values (2.32%)
strain_dnrp: Clipping values above 243.00 (P95=162.00). Clipped 25649/1119454 values (2.29%)
strain_yEK19: Clipping values above 77.10 (P95=51.40). Clipped 83713/3893623 values (2.15%)
strain_yEK23: Clipping values above 72.00 (P95=48.00). Clipped 86381/3558407 values (2.43%)
strain_yWT03a: Clipping values above 15.00 (P95=10.00). Clipped 10602/347679 values (3.05%)
strain_yWT04a: Clipping values above 58.50 (P95=39.00). Clipped 21095/725406 values (2.91%)
strain_ylic137: Clipping values above 142.50 (P95=95.00). Clipped 28746/1112684 values (2.58%)

Splitting data using pre-determined chromosomes...
Standardizing features: ['Centr']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 61992
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Column order in final array (Dataset/Chrom split): ['Value', 'Centromere_Distance', 'Value_Raw', 'Size_Factor']
Removing 0 empty data points out of 24128

Dataset sizes after preprocessing:
  Train: 61992
  Val: 0
  Test: 24128
  Eval strategy: TEST

Randomly sampled 58272/61992 samples (94.0%)
Applied denoising with 50.0% masking

Creating test dataloader:
  Test set size: 24128
  Batch size: 128
Applied denoising with 50.0% masking
  Dataloader created: 24128 samples, 189 batches
Number of encoder layers: 1
Number of decoder layers (excluding heads): 1
Total number of layers including latent layer: 3
Epoch [1/141], Total Loss: 2.1646, NLL: 2.1048, Masked: 6.8774
Epoch [2/141], Total Loss: 1.8704, NLL: 1.8372, Masked: 3.8143
Epoch [3/141], Total Loss: 1.6451, NLL: 1.6208, Masked: 2.7913
Epoch [4/141], Total Loss: 1.5620, NLL: 1.5393, Masked: 2.6106
Epoch [5/141], Total Loss: 1.5372, NLL: 1.5151, Masked: 2.5404
Epoch [6/141], Total Loss: 1.5123, NLL: 1.4908, Masked: 2.4626
Epoch [7/141], Total Loss: 1.4969, NLL: 1.4759, Masked: 2.4149
Epoch [8/141], Total Loss: 1.4863, NLL: 1.4656, Masked: 2.3736
Epoch [9/141], Total Loss: 1.4752, NLL: 1.4549, Masked: 2.3280
Epoch [10/141], Total Loss: 1.4645, NLL: 1.4447, Masked: 2.2795
Epoch [11/141], Total Loss: 1.4520, NLL: 1.4327, Masked: 2.2192
Epoch [12/141], Total Loss: 1.4425, NLL: 1.4236, Masked: 2.1676
Epoch [13/141], Total Loss: 1.4283, NLL: 1.4100, Masked: 2.0930
Epoch [14/141], Total Loss: 1.4139, NLL: 1.3962, Masked: 2.0287
Epoch [15/141], Total Loss: 1.3963, NLL: 1.3792, Masked: 1.9581
Epoch [16/141], Total Loss: 1.3823, NLL: 1.3656, Masked: 1.9216
Epoch [17/141], Total Loss: 1.3701, NLL: 1.3537, Masked: 1.8819
Epoch [18/141], Total Loss: 1.3606, NLL: 1.3445, Masked: 1.8547
Epoch [19/141], Total Loss: 1.3512, NLL: 1.3352, Masked: 1.8282
Epoch [20/141], Total Loss: 1.3428, NLL: 1.3272, Masked: 1.8023
Epoch [21/141], Total Loss: 1.3364, NLL: 1.3209, Masked: 1.7786
Epoch [22/141], Total Loss: 1.3308, NLL: 1.3155, Masked: 1.7563
Epoch [23/141], Total Loss: 1.3253, NLL: 1.3102, Masked: 1.7334
Epoch [24/141], Total Loss: 1.3212, NLL: 1.3063, Masked: 1.7168
Epoch [25/141], Total Loss: 1.3164, NLL: 1.3016, Masked: 1.6997
Epoch [26/141], Total Loss: 1.3123, NLL: 1.2976, Masked: 1.6861
Epoch [27/141], Total Loss: 1.3092, NLL: 1.2946, Masked: 1.6745
Epoch [28/141], Total Loss: 1.3059, NLL: 1.2914, Masked: 1.6629
Epoch [29/141], Total Loss: 1.3030, NLL: 1.2887, Masked: 1.6536
